f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,y_1,y_2
2.38,22.67,1.21,49.26,88.9,93.01,28.39,44.74,58.05,0,1
4.33,6.32,3.24,59.86,50.52,77.12,64.09,33.78,71.42,1,0
5.57,2.59,2.86,42.46,24.25,40.36,40.92,33.84,45.43,0,0
7.96,9.68,11.91,33.6,23.36,21.69,54.89,49.62,56.74,0,0
2.12,3.42,2.43,5.65,70.06,46.44,37.87,53.49,49.43,1,1
8.27,1.89,2.49,49.88,61.58,78.44,56.74,49.47,50.01,1,0
2.69,24.19,13.4,93.73,66.15,82.08,66.53,37.92,30.71,0,0
18.72,2.61,12.47,13.16,67.3,52.3,36.64,41.34,64.62,1,0
26.25,8.7,7.68,81.87,86.6,17.8,10.28,43.99,42.65,1,0
1.53,10.56,2.79,87.16,75.13,45.27,47.95,35.09,26.12,0,1
1.87,12.11,4.81,72.68,36.03,94.34,29.4,43.84,54.91,0,0
5.58,1.73,5.01,59.14,93.14,28.52,51.05,23.1,60.75,1,1
2.58,14.18,1.78,71.52,51.44,96.01,47.76,43.03,51.63,1,1
17.74,1.03,3.23,12.33,6.68,68.98,54.66,44.11,34.38,1,0
6.93,2.47,4.61,34.19,12.25,21.38,42.44,47.48,47.05,0,0
6.82,5.99,1.72,77.1,24.08,60.36,45.33,55.9,60.46,0,0
19.56,20.97,3.03,41.58,22.87,52.67,42.73,67.81,48.25,1,0
2.66,5.36,6.3,11.39,58.54,96.67,40.44,36.07,34.59,1,1
20.67,1.51,18.46,97.71,78.6,92.26,36.82,36.58,49.49,1,1
7.57,12.72,4.12,95.47,63.33,77.17,54.15,43.49,39.83,0,0
4.95,1.23,23.59,17.01,87.78,89.22,47.26,32.57,53.98,1,0
2.71,21.68,4.67,24.54,7.22,82.51,49.14,35.61,59.33,0,0
7.34,11.54,15.41,19.98,68.93,37.5,54.53,37.44,57.87,0,1
17.32,6.33,2.51,5.91,59.25,17.54,51.24,54.11,51.28,0,0
13.61,14.59,10.91,3.38,53.75,12.03,31.65,58.28,95.59,0,0
7.59,1.64,4.1,4.55,30.32,4.36,58.99,45.89,59.01,1,0
16.09,5.86,6.85,9.47,91.74,55.63,56.97,39.59,51.44,1,0
23.48,14.68,7.67,15.42,56.53,87.25,43.93,24.07,77.29,0,0
14.1,8.05,27.23,19.81,29.83,70.09,43.77,24.87,44.32,0,0
15.36,42.33,14.21,16.64,84.18,84.92,54.63,32.69,55.12,1,0
6.1,28.22,1.65,31.14,58.74,83.77,34.1,64.61,37.92,0,1
2.31,5.25,5.11,99.19,84.42,80.97,22.13,53.49,51.66,1,1
14.36,26.2,1.44,73.61,80.38,36.86,46.09,62.53,78.07,0,1
1.25,11.42,1.32,62.32,20.71,18.11,56.11,60.48,41.5,0,1
1.09,18.63,23.39,33.34,5.39,83.44,79.77,44.87,45.08,0,0
2.78,11.08,7.82,54.38,14.38,22.8,49.63,61.16,58.81,0,0
7.0,44.18,7.53,41.21,73.12,42.53,62.99,55.66,55.52,0,0
6.39,28.25,29.32,32.73,24.34,67.96,52.25,46.24,47.13,0,0
1.95,17.75,11.19,45.08,36.18,93.97,70.01,46.26,36.64,0,0
4.15,4.85,5.27,89.59,79.24,86.16,50.06,51.62,31.45,1,0
7.93,3.08,5.88,89.12,68.8,68.07,51.14,43.3,69.19,1,0
1.02,2.37,6.57,34.06,51.38,49.75,48.79,40.8,47.24,0,1
11.45,14.62,3.89,79.73,56.37,91.81,12.62,43.56,91.43,0,0
4.83,1.37,1.06,54.51,76.91,20.3,48.57,45.66,55.11,1,1
2.05,9.18,1.34,29.16,92.42,31.59,49.55,54.83,48.07,1,1
10.31,5.53,9.95,63.94,17.99,13.51,38.73,41.39,53.14,0,0
2.61,8.57,10.92,72.28,22.4,98.27,43.25,40.66,50.55,0,0
12.02,12.06,3.67,57.65,43.9,18.15,54.89,45.26,29.45,0,0
2.91,6.31,15.64,65.24,10.78,79.57,48.21,54.2,55.74,0,0
2.74,9.67,5.45,36.53,20.25,47.46,37.33,49.39,34.38,0,0
4.47,2.32,9.83,16.77,21.33,68.01,43.97,34.89,59.93,1,0
1.58,9.55,1.6,50.88,38.93,66.69,64.95,50.71,40.39,0,1
12.75,19.31,20.06,45.4,58.8,40.36,52.01,36.36,65.82,0,0
12.85,11.96,12.62,11.26,4.42,81.52,67.36,46.22,42.79,0,0
6.92,6.4,1.71,58.68,54.2,89.09,28.82,61.88,53.66,0,0
10.7,4.87,8.14,5.97,2.62,70.0,62.18,54.31,61.78,0,0
5.01,6.01,7.14,78.62,73.51,59.32,32.57,41.71,26.09,0,1
3.37,5.22,18.73,21.2,82.5,36.38,45.26,54.44,73.63,1,0
3.75,18.22,7.91,19.82,90.04,48.9,49.96,49.97,35.84,0,1
1.92,2.83,2.16,24.07,11.84,78.11,41.3,42.35,48.75,0,0
6.54,15.48,1.22,19.1,13.06,19.42,35.72,40.88,47.06,1,1
24.25,4.32,14.14,66.86,85.5,47.81,59.71,43.72,67.05,1,0
10.74,2.53,9.65,62.62,30.01,97.91,22.8,40.6,56.59,1,1
11.79,8.27,1.38,62.71,93.6,71.6,28.6,49.95,60.98,0,1
23.74,2.95,6.41,33.39,37.55,20.57,73.16,41.82,49.56,0,0
4.63,1.1,1.16,1.13,47.7,28.72,44.79,52.7,34.73,1,1
10.72,37.1,1.05,25.39,1.31,5.41,42.97,46.01,42.45,0,1
2.2,5.57,6.22,79.99,97.7,79.26,50.04,57.63,59.56,1,1
3.03,24.82,29.1,81.77,39.46,85.6,72.45,39.56,56.6,0,0
1.92,8.32,7.49,58.4,27.05,60.31,31.22,54.31,36.68,0,0
43.53,1.88,6.32,94.79,74.41,37.54,54.65,34.74,26.98,1,0
1.66,46.16,24.26,63.0,6.38,8.57,42.88,47.94,37.65,0,0
3.8,2.98,11.17,29.51,66.42,59.38,58.71,48.31,64.3,1,0
13.01,3.01,8.97,54.86,19.7,81.27,29.12,40.94,35.56,0,0
4.3,14.04,5.76,15.93,11.83,19.48,51.21,30.41,58.5,0,0
1.87,7.58,2.55,31.93,24.72,43.45,44.98,19.33,69.55,0,0
9.11,9.32,8.59,84.54,7.56,13.79,41.08,62.85,26.75,0,0
11.26,2.25,9.53,93.35,59.16,24.84,58.15,47.28,83.76,1,0
37.14,2.63,5.78,15.85,54.24,36.84,27.33,67.04,40.93,0,0
8.84,13.24,20.74,87.66,52.31,47.94,38.29,46.98,45.12,0,0
2.27,14.0,3.64,6.02,73.3,57.3,70.6,28.05,58.87,0,1
7.87,3.99,6.59,95.43,40.22,68.33,58.19,67.35,46.38,0,0
5.91,9.95,13.77,97.12,33.82,58.04,66.62,47.66,64.1,0,0
7.1,6.86,2.25,38.98,35.44,90.64,38.62,49.52,24.85,0,0
15.22,14.29,2.21,23.57,9.45,25.29,39.78,22.79,53.43,0,1
2.75,9.59,18.75,83.9,84.59,60.77,42.44,41.35,34.58,1,0
1.92,7.34,2.01,95.81,89.22,48.97,50.8,42.57,43.06,0,1
10.65,7.04,3.52,89.34,15.97,5.95,23.88,51.66,42.71,0,0
5.16,1.8,6.1,47.85,96.68,43.45,45.63,35.51,53.27,1,0
3.33,9.79,7.67,22.4,8.01,75.64,64.23,44.03,56.1,0,0
1.72,6.02,8.14,96.79,86.18,8.78,36.18,26.33,38.71,0,1
4.96,1.89,6.81,19.31,39.32,21.05,29.0,57.85,50.08,1,1
9.18,14.41,12.84,88.85,50.63,7.2,46.98,48.35,47.14,1,0
8.12,1.65,2.39,39.91,57.39,88.94,61.38,55.23,57.32,1,0
1.19,10.07,20.99,79.88,18.3,20.09,44.12,42.72,59.9,0,0
14.3,7.71,1.41,86.14,8.96,77.88,53.82,58.25,35.68,0,0
4.6,5.93,8.32,1.8,1.46,39.08,40.24,33.06,25.6,0,0
21.83,11.24,15.82,16.29,72.57,7.41,43.5,40.98,57.12,0,0
1.34,14.91,8.4,22.42,68.62,48.36,40.3,26.87,64.08,0,0
9.01,9.42,4.43,58.01,66.86,50.63,52.33,31.98,56.18,1,1
1.91,9.82,12.93,18.02,96.46,99.75,51.86,39.72,44.88,0,1
12.52,5.13,22.0,44.94,41.7,99.17,49.52,41.88,46.26,0,0
9.07,8.81,5.28,56.87,33.11,12.48,55.11,44.82,69.49,0,0
1.38,1.52,3.5,99.9,35.96,47.67,48.57,66.86,62.35,1,0
4.54,1.28,26.01,72.02,68.15,13.74,40.95,77.7,54.51,1,0
2.93,10.5,4.32,47.68,96.2,43.2,41.33,44.11,35.95,0,1
22.06,23.76,10.73,29.28,11.3,22.89,51.66,38.5,44.68,0,0
6.07,1.47,7.96,76.59,46.45,19.07,65.86,54.9,46.6,1,0
7.98,4.72,2.31,23.93,67.64,85.6,19.01,48.1,57.92,1,1
7.61,10.2,7.0,9.59,91.04,47.67,57.71,56.12,34.61,1,0
3.45,6.71,1.99,55.28,6.0,22.74,35.59,56.37,34.85,0,0
4.68,15.6,4.08,55.09,8.87,29.37,44.89,42.57,59.03,0,0
5.59,3.93,1.58,27.96,80.37,2.66,55.91,41.47,42.13,1,1
4.33,7.4,5.91,31.56,38.18,11.49,47.69,46.48,37.01,0,0
7.91,4.22,6.11,85.3,22.31,79.0,49.46,44.99,40.99,0,0
61.9,1.76,5.93,26.06,65.5,83.92,76.19,36.89,55.43,1,0
5.94,3.84,1.52,20.47,4.94,26.41,53.49,32.49,49.62,0,0
12.3,7.58,8.1,74.23,66.55,28.42,60.17,39.5,34.95,1,0
3.06,6.07,13.23,52.44,59.75,54.24,50.46,49.75,68.15,0,0
15.34,4.31,18.45,73.26,54.32,47.19,40.23,35.66,45.83,1,0
1.97,4.59,4.42,33.2,32.77,69.79,36.94,55.15,84.37,1,0
24.01,9.82,1.3,80.66,20.77,18.11,47.72,43.53,67.89,0,1
4.84,11.04,1.74,61.98,14.11,82.63,52.22,44.33,58.29,0,0
10.0,3.93,3.28,10.08,20.1,65.46,42.67,40.35,38.75,1,0
5.42,20.72,9.03,83.4,73.24,59.2,62.43,54.99,26.11,1,0
5.05,1.26,1.6,82.21,3.01,50.2,58.97,53.66,73.75,0,0
2.16,1.22,64.18,4.69,50.37,56.55,68.5,46.05,55.71,1,0
2.16,9.17,14.9,15.45,1.41,80.31,58.76,69.64,37.2,0,0
8.7,7.96,18.35,58.33,72.88,2.3,55.95,52.72,33.6,0,1
2.97,12.89,5.29,91.25,82.22,98.05,66.76,26.02,58.46,0,1
14.48,21.08,14.34,83.35,15.19,35.7,38.96,19.17,42.78,1,0
3.89,10.67,5.05,83.13,88.06,37.08,61.87,38.56,62.12,0,0
3.37,6.5,9.93,11.24,96.32,72.38,64.92,39.95,60.93,1,0
1.07,1.96,8.4,26.89,22.17,65.07,50.29,50.58,57.46,0,0
2.85,3.26,5.73,94.66,27.42,48.57,57.8,45.55,41.85,1,0
5.59,2.83,3.74,19.86,9.32,74.89,71.29,42.26,46.92,1,0
5.06,1.68,1.56,99.54,68.96,78.92,56.95,38.83,23.99,1,1
1.13,20.97,3.61,48.35,74.41,71.54,35.38,49.86,36.16,0,1
25.82,6.33,1.69,97.03,59.55,80.47,33.74,35.07,43.72,1,0
9.27,11.18,10.31,19.76,4.12,55.56,39.81,35.79,50.79,0,0
18.95,2.27,2.57,2.56,78.35,26.82,60.26,54.69,40.97,1,0
2.68,8.61,3.64,38.11,70.34,95.64,63.07,38.12,42.14,0,1
9.97,15.21,4.06,66.15,59.48,97.62,55.15,37.35,51.42,1,0
2.36,24.2,1.04,68.48,67.88,77.02,42.56,43.59,40.71,0,1
1.26,2.75,6.6,85.89,65.09,78.66,55.53,35.13,38.92,1,0
4.68,11.84,23.1,4.12,93.08,17.03,42.5,55.45,35.49,0,0
9.24,10.96,1.9,36.97,10.0,32.68,37.67,45.93,27.29,0,0
12.5,13.51,13.98,33.02,61.69,75.68,22.74,49.48,42.88,1,1
16.0,2.16,2.86,55.89,2.33,73.86,61.22,52.02,46.18,0,0
10.12,9.18,1.86,70.75,77.89,23.63,64.11,52.6,38.42,1,0
26.39,13.5,1.89,83.92,84.82,78.56,31.57,71.09,53.98,0,0
9.38,3.49,2.93,67.78,1.14,26.32,36.9,34.93,36.75,0,0
4.53,2.53,3.14,45.24,40.87,46.55,75.14,31.04,41.85,1,0
18.78,12.26,2.33,35.46,99.07,28.29,31.14,48.99,41.89,0,0
16.03,8.03,12.21,16.97,6.72,61.23,42.11,62.35,45.9,0,0
9.74,1.16,8.45,93.94,65.04,79.68,56.36,30.43,79.96,1,0
2.88,11.39,8.15,70.34,54.59,59.85,48.71,29.37,29.8,0,0
7.95,1.94,4.24,84.03,76.71,73.77,41.32,25.09,56.09,1,0
2.09,14.75,2.46,22.09,46.86,81.51,67.61,54.52,55.43,0,1
2.13,6.47,7.83,77.66,38.17,33.15,55.62,35.7,66.29,1,1
10.11,7.2,22.21,13.88,72.33,53.12,37.14,26.75,32.99,0,0
7.83,2.59,3.44,60.81,33.31,95.24,53.99,39.29,38.97,0,0
13.57,23.81,2.5,97.77,36.17,6.49,56.99,47.81,39.01,0,1
5.01,5.96,24.01,37.35,52.71,36.11,73.83,45.48,41.63,1,0
22.07,2.7,24.09,4.55,98.69,58.74,53.31,67.89,61.44,1,0
11.88,29.5,12.7,10.59,64.09,26.06,39.4,72.24,44.22,0,0
5.74,1.69,5.35,65.5,70.64,17.67,47.19,51.73,64.48,1,0
8.0,11.15,20.78,26.38,88.33,61.21,5.76,51.15,17.91,1,0
5.67,4.77,9.4,62.67,72.1,18.81,57.85,59.75,68.05,0,1
14.18,3.84,1.44,69.86,39.99,10.13,66.24,22.84,51.23,0,0
22.94,7.1,2.94,28.26,17.93,29.82,56.5,50.19,50.43,1,0
9.08,6.24,5.59,99.18,84.03,38.55,42.63,30.61,43.21,1,0
3.15,3.02,2.71,68.76,60.87,27.33,29.15,30.26,29.48,1,1
1.87,6.38,5.15,46.39,80.04,10.68,60.88,53.76,70.9,0,1
13.37,11.46,18.9,33.06,46.61,19.47,65.19,46.66,75.63,1,0
11.13,7.07,1.9,65.37,57.13,90.3,55.57,50.38,56.87,1,0
20.42,3.04,24.89,80.2,31.15,26.18,59.65,35.21,32.84,0,0
2.2,6.76,12.63,21.24,41.72,92.81,50.08,55.41,66.74,0,0
3.89,4.92,4.96,47.78,29.7,85.25,37.82,51.91,47.36,0,0
17.78,14.45,33.28,46.46,43.7,33.97,49.21,46.6,53.76,0,0
19.22,7.75,10.2,10.3,50.11,32.72,29.72,41.19,54.07,0,0
6.6,12.86,9.34,45.91,24.73,61.87,45.82,47.26,34.77,1,0
20.11,22.53,3.55,90.95,92.18,62.05,88.89,42.46,19.0,0,0
15.05,3.42,5.89,53.22,22.29,58.31,40.74,49.02,35.93,1,0
10.74,8.32,15.12,91.03,13.08,54.32,35.43,49.16,29.43,0,0
7.88,9.42,21.39,89.98,59.97,40.93,53.36,77.76,32.65,1,0
5.13,17.12,1.09,36.83,56.12,51.15,42.84,47.95,26.92,0,1
2.75,14.65,4.95,65.09,62.0,29.62,26.83,44.3,32.91,1,1
9.72,1.58,3.19,83.33,23.05,79.02,39.86,44.0,45.49,1,0
6.22,24.32,2.02,36.13,98.08,32.91,37.69,38.47,27.58,1,1
6.45,22.58,5.7,91.75,13.4,26.2,42.16,27.44,72.42,0,0
4.67,24.07,7.08,56.26,59.51,8.82,62.09,48.6,54.11,0,0
2.08,15.22,3.36,39.7,6.84,56.6,46.86,36.9,49.68,0,0
3.64,17.59,4.44,21.06,70.04,18.32,56.79,49.34,62.14,0,0
9.83,1.06,10.51,65.27,24.47,19.5,52.87,42.2,39.04,1,0
13.2,2.11,5.5,58.31,22.25,2.49,70.24,57.22,39.3,1,0
6.21,6.07,15.72,88.49,98.9,52.89,44.4,47.51,61.44,0,0
5.72,7.33,17.26,80.32,92.17,14.5,41.59,40.79,40.29,1,0
5.53,47.15,1.1,73.82,37.05,88.41,56.95,56.4,57.74,0,1
2.97,9.05,28.21,10.07,62.34,23.28,66.32,49.34,54.88,0,0
7.41,6.97,11.47,5.95,90.82,76.55,57.62,48.28,58.12,1,1
30.24,3.52,5.02,54.01,72.16,51.52,52.2,41.57,50.21,1,0
14.45,9.03,7.81,40.89,31.24,32.75,43.91,30.1,56.5,0,0
1.68,16.31,8.87,23.85,55.38,90.01,63.03,52.1,57.71,0,0
11.13,14.61,5.7,43.87,15.7,60.37,45.42,55.38,59.74,0,0
3.12,6.61,10.85,2.7,97.04,50.89,55.65,50.22,76.39,1,1
6.41,32.64,20.09,36.86,92.3,59.29,39.24,32.83,65.79,0,0
35.07,1.91,2.5,65.4,81.58,18.59,41.69,58.9,27.59,1,1
2.26,18.7,11.34,63.13,40.39,18.51,47.1,44.74,42.71,0,1
13.49,6.07,1.91,59.33,42.76,18.67,41.76,40.25,59.02,0,1
6.11,11.7,10.4,92.78,78.11,79.84,58.72,57.99,34.96,1,1
11.14,11.38,5.62,77.89,8.94,48.16,69.63,51.17,45.77,0,0
20.83,4.55,1.16,45.71,40.86,63.38,39.59,69.58,39.71,0,0
13.5,1.58,2.65,64.2,74.94,87.3,67.38,29.37,89.7,1,0
1.17,1.81,14.45,39.51,99.03,82.9,37.14,47.46,50.77,1,0
7.32,4.61,8.45,57.44,98.45,27.16,69.0,52.61,32.67,1,0
8.98,2.07,13.4,13.4,4.15,83.18,38.44,37.11,60.63,0,0
15.88,6.74,4.04,8.32,35.94,80.96,36.04,41.57,57.28,0,0
13.09,9.14,5.12,61.73,69.77,3.07,76.71,51.98,43.24,0,0
9.62,12.21,4.94,89.05,61.25,2.01,40.21,62.75,45.04,0,0
14.65,10.46,1.86,50.47,77.43,95.63,75.75,42.74,47.91,0,0
6.95,3.57,2.41,61.17,2.91,45.56,49.38,36.44,53.55,0,0
26.64,20.15,14.86,74.07,34.37,20.26,57.08,37.97,37.87,0,0
6.18,5.45,4.09,93.83,10.28,8.95,52.57,40.14,46.88,0,0
37.38,8.14,8.47,23.26,34.88,14.08,54.19,50.74,37.36,0,0
4.7,17.27,1.28,95.4,66.16,92.57,55.22,23.63,46.11,0,1
1.3,1.0,10.5,7.29,39.01,91.93,56.36,48.44,68.07,1,0
14.81,4.85,3.04,99.63,33.6,70.46,39.07,41.29,69.19,1,0
7.26,16.75,14.62,52.19,48.57,50.46,29.75,47.23,47.04,0,0
13.57,2.83,10.79,64.59,35.52,99.38,59.76,42.84,50.1,1,0
17.05,21.09,6.48,49.66,76.45,59.67,35.65,30.85,70.52,0,0
6.8,16.15,1.26,36.98,20.51,12.71,69.72,48.47,54.68,0,1
6.37,2.38,6.77,68.37,71.43,22.76,47.87,57.62,48.94,1,0
1.85,7.46,14.43,52.44,54.91,20.58,66.15,30.54,48.0,1,0
11.0,4.97,2.57,57.31,77.13,94.27,55.47,55.12,74.4,0,0
4.58,25.77,12.26,41.07,52.94,62.73,27.84,49.87,64.18,0,0
2.17,1.32,1.89,15.11,37.52,14.83,64.0,39.83,49.85,1,1
16.84,3.59,18.96,64.15,42.74,74.75,59.67,59.64,59.9,1,0
1.62,6.71,1.72,62.3,63.91,32.3,69.77,40.75,49.58,1,1
2.24,1.68,7.6,34.3,48.64,95.36,58.87,46.15,56.84,1,0
22.28,3.64,6.91,49.14,57.18,5.52,68.91,46.66,74.53,0,0
6.26,8.99,12.74,16.68,54.3,50.5,42.84,37.16,69.16,0,1
17.15,9.5,1.08,16.72,69.82,33.74,46.05,18.71,58.84,1,1
14.95,12.76,3.8,64.27,12.24,27.09,57.06,50.6,34.62,0,0
3.9,24.88,12.27,14.2,98.75,26.88,84.93,36.53,31.46,0,1
15.44,13.84,15.31,10.5,35.71,3.34,74.03,54.62,57.01,0,0
22.46,8.7,18.78,33.32,88.85,97.28,46.17,64.71,74.5,0,1
5.01,5.34,3.55,24.95,23.97,48.08,73.0,40.21,55.13,1,1
29.23,18.17,8.64,42.22,92.3,64.34,50.62,36.25,68.64,0,0
3.88,12.16,16.42,95.05,54.18,56.33,40.83,60.19,42.52,0,0
9.27,4.34,14.98,2.21,66.44,84.6,64.98,28.1,50.25,1,0
5.96,25.66,5.42,29.94,91.95,2.85,44.8,59.68,37.35,0,0
29.38,6.88,6.58,91.06,58.0,40.55,43.04,41.7,47.93,1,0
1.53,19.76,8.18,8.36,42.85,61.82,32.59,39.65,53.71,0,0
25.14,2.32,5.46,96.69,65.91,34.08,53.85,59.95,70.05,1,0
2.58,14.0,16.57,34.07,8.14,79.54,48.66,55.32,45.19,0,0
8.58,4.71,8.51,49.37,5.91,74.27,36.32,54.27,41.45,0,0
2.0,8.51,5.74,97.22,57.86,4.28,52.96,48.5,50.52,0,1
4.78,2.48,4.46,27.83,22.0,8.29,58.38,48.88,50.72,1,0
1.46,28.27,7.93,18.96,25.17,42.59,39.24,42.91,26.19,0,1
2.44,11.52,5.15,22.32,43.0,47.42,47.08,29.08,52.28,1,0
7.23,31.1,2.62,28.51,86.5,78.36,39.98,31.19,59.24,0,1
7.81,1.25,5.4,49.34,27.85,37.61,56.75,62.17,29.09,1,0
11.12,4.38,13.97,10.51,84.3,11.42,39.86,61.18,63.62,1,0
6.23,4.14,13.93,98.58,63.84,26.54,53.27,39.47,32.0,0,0
8.79,1.05,9.89,35.86,98.94,46.26,46.44,20.26,45.87,1,1
7.77,9.94,6.54,67.84,97.53,39.25,72.05,74.41,49.85,1,0
1.98,4.09,37.72,14.06,40.52,36.6,48.51,41.79,66.78,0,0
13.45,2.1,1.15,98.45,72.88,21.28,39.47,35.45,63.46,1,1
18.97,1.17,10.95,67.83,43.62,98.8,36.34,63.31,58.11,1,1
22.68,3.18,19.15,39.26,93.85,5.55,55.53,50.35,69.33,1,0
10.17,6.47,1.14,14.05,38.44,73.22,49.49,54.06,39.1,0,1
3.02,1.12,2.08,51.7,9.16,67.99,49.31,65.63,39.87,1,0
7.95,5.96,1.05,70.64,84.15,68.62,7.26,35.22,48.63,1,1
2.17,48.38,3.78,46.75,70.52,18.35,43.0,40.97,52.7,0,1
32.42,11.64,1.71,22.01,23.28,85.63,47.94,41.82,68.31,0,0
33.46,4.39,12.85,92.81,9.77,20.01,44.59,42.88,16.4,0,0
5.86,15.43,6.41,2.0,24.0,80.2,60.49,57.79,43.84,1,0
8.53,2.87,3.35,95.21,8.38,2.23,46.21,40.46,72.93,0,0
2.36,2.87,1.63,55.91,32.19,76.57,59.62,53.44,52.17,0,0
1.29,43.22,10.49,31.32,44.23,60.01,70.78,43.52,52.5,0,0
4.15,5.99,14.66,30.82,66.54,66.56,53.17,54.49,20.64,1,0
10.89,6.47,24.81,87.04,33.75,84.0,43.55,45.29,53.76,0,0
11.84,3.25,5.75,16.18,86.94,97.78,41.39,43.65,79.15,1,0
11.02,9.27,6.37,48.82,92.44,55.18,63.87,41.76,44.31,1,0
1.22,9.53,6.21,17.38,66.7,89.45,44.84,32.03,45.62,0,1
1.51,1.05,3.68,22.73,68.04,21.01,28.32,62.37,80.1,1,1
6.98,37.76,3.01,79.58,48.34,85.85,46.01,52.25,55.43,0,1
1.11,1.78,1.8,33.15,45.89,38.22,68.6,69.03,52.03,1,1
20.24,6.63,5.34,10.12,26.77,93.65,49.46,45.65,49.54,0,0
11.55,33.73,3.67,96.14,30.22,82.62,60.2,68.61,75.37,0,0
6.05,22.75,12.15,48.03,85.94,13.76,51.43,43.91,68.03,1,1
14.16,3.87,21.87,90.84,39.03,87.77,40.04,58.57,49.8,1,0
7.96,2.99,11.86,45.72,35.04,46.4,38.4,38.75,28.82,1,1
4.39,1.14,6.38,79.84,90.05,40.74,51.29,24.07,51.25,1,1
31.06,5.3,16.08,52.92,29.85,88.32,30.33,55.89,36.37,0,0
5.29,3.76,7.74,14.29,28.09,36.44,57.83,42.27,46.42,0,0
3.84,9.91,1.25,88.62,78.56,31.66,56.25,25.46,63.56,1,1
9.81,14.54,1.57,4.45,70.8,99.72,51.16,56.9,53.81,0,1
4.14,10.0,9.14,66.11,52.06,25.87,33.3,47.68,49.69,0,0
26.28,15.16,20.21,37.7,3.59,76.14,54.29,33.97,62.86,0,0
7.49,2.85,11.54,24.61,38.15,2.49,40.02,40.32,47.28,0,0
1.98,3.36,5.32,37.32,25.89,61.97,66.52,45.75,73.75,1,0
2.56,4.95,15.74,37.06,63.29,19.76,53.54,63.54,75.7,0,0
16.68,16.34,4.28,94.0,76.47,98.62,52.23,51.87,45.28,1,0
3.89,5.28,2.81,40.55,58.46,96.8,35.62,36.7,56.72,1,1
10.05,12.55,6.67,20.82,97.15,83.47,71.23,40.75,52.35,0,1
3.66,7.49,3.76,80.71,38.04,8.47,39.98,37.97,52.51,0,0
9.59,5.27,20.1,57.29,11.62,97.31,67.51,37.99,57.17,0,0
6.97,19.65,18.86,36.52,3.5,78.38,78.97,37.28,72.27,0,0
6.75,5.52,14.89,14.43,39.89,60.15,56.57,41.38,53.16,0,0
3.18,2.7,16.32,86.54,74.25,20.99,50.44,21.45,51.81,1,0
1.13,5.88,1.15,15.89,93.54,10.63,31.56,32.05,58.18,0,1
9.63,5.02,5.54,56.05,86.38,68.93,35.62,44.1,58.89,1,0
1.06,1.82,29.42,34.88,25.85,38.41,48.25,17.59,66.64,0,0
10.12,10.09,7.18,83.0,85.32,49.97,35.42,33.53,64.93,0,0
9.7,10.93,7.33,51.68,52.17,52.66,60.71,64.19,35.68,0,0
2.1,9.38,11.26,1.23,58.71,82.39,70.26,30.09,48.17,0,0
4.48,8.4,1.57,24.03,90.62,3.25,66.33,44.84,41.63,1,1
8.11,6.29,3.27,5.39,52.52,73.0,46.09,34.45,58.15,0,0
8.2,2.45,7.42,72.9,44.74,77.44,60.53,64.51,70.96,1,0
11.34,5.66,13.63,87.56,52.87,96.32,47.99,50.33,30.36,0,0
11.95,4.73,20.36,1.6,42.89,83.36,32.46,49.6,11.97,1,0
2.91,1.88,3.78,56.32,30.35,68.77,41.25,49.39,70.25,1,0
19.38,1.63,8.98,91.34,84.97,20.23,71.03,69.88,31.66,1,1
6.94,10.86,12.87,37.14,35.99,62.82,31.24,59.98,34.18,1,0
6.89,4.05,10.95,42.17,76.25,11.35,37.76,64.39,50.93,0,1
17.03,8.83,7.22,64.8,60.12,27.7,33.26,31.09,40.05,0,0
4.26,13.96,4.58,83.14,80.79,15.22,52.74,50.21,38.09,0,1
5.67,9.93,18.69,61.62,8.06,23.48,37.48,38.1,51.75,1,0
3.2,1.39,5.21,51.44,99.17,2.98,34.05,57.82,29.28,1,1
44.96,1.43,2.16,5.29,86.01,23.17,58.77,40.98,37.65,1,0
27.96,1.91,12.98,85.98,28.65,13.99,43.28,50.57,51.31,0,0
28.51,3.87,3.54,52.05,86.89,51.12,43.62,42.94,44.41,1,0
12.92,15.68,2.68,42.3,28.67,73.95,29.73,40.25,44.61,0,1
6.47,5.67,5.67,90.25,73.21,42.83,70.68,63.32,57.59,0,1
3.83,7.34,1.0,78.65,74.26,29.0,50.23,23.05,60.45,1,1
2.1,25.92,16.81,95.32,49.82,96.13,46.43,43.69,52.31,0,0
11.3,1.69,2.81,3.65,36.45,90.34,40.13,29.21,25.1,1,0
10.73,6.94,2.11,24.85,24.44,29.7,60.77,37.74,35.06,1,1
3.35,3.0,7.81,61.43,84.57,22.59,56.63,39.78,64.23,1,0
1.64,2.55,21.53,10.71,13.13,20.13,42.85,31.21,55.9,0,0
6.4,4.98,3.52,88.12,24.2,18.26,57.93,56.51,51.67,0,0
4.05,2.98,2.63,96.69,87.51,30.35,54.83,41.31,28.68,1,0
4.15,2.51,5.22,30.74,47.11,63.15,52.1,41.17,45.56,1,0
7.83,6.07,33.43,42.33,56.18,72.01,45.32,39.53,37.71,1,0
12.96,19.23,9.54,11.79,88.88,37.55,38.87,56.88,48.59,0,0
6.8,4.22,13.82,14.3,59.04,40.09,35.13,49.26,41.24,0,1
